original,renamed
TRINITY_DN16590_c0_g2_i1 len=279 path=[0:0-278],Transcript_12470
TRINITY_DN16589_c0_g1_i1 len=2399 path=[0:0-2398],Transcript_12471
TRINITY_DN16534_c0_g1_i1 len=247 path=[0:0-246],Transcript_12472
TRINITY_DN16534_c0_g2_i1 len=623 path=[0:0-622],Transcript_12473
TRINITY_DN16507_c0_g1_i1 len=984 path=[0:0-983],Transcript_12474
TRINITY_DN16529_c0_g1_i1 len=689 path=[0:0-688],Transcript_12475
TRINITY_DN16573_c2_g2_i1 len=480 path=[0:0-479],Transcript_12476
TRINITY_DN16573_c1_g1_i3 len=1222 path=[0:0-429 1:430-1221],Transcript_12477
TRINITY_DN16573_c2_g1_i1 len=745 path=[0:0-744],Transcript_12478
TRINITY_DN16573_c0_g1_i3 len=1271 path=[1:0-271 2:272-294 4:295-707 6:708-1270],Transcript_12479
TRINITY_DN16573_c0_g2_i1 len=374 path=[0:0-373],Transcript_12480
TRINITY_DN16508_c0_g1_i1 len=375 path=[0:0-374],Transcript_12481
TRINITY_DN16549_c0_g1_i1 len=669 path=[0:0-668],Transcript_12482
TRINITY_DN16549_c0_g2_i1 len=254 path=[0:0-253],Transcript_12483
TRINITY_DN16521_c0_g1_i2 len=2480 path=[0:0-1191 1:1192-1259 2:1260-2479],Transcript_12484
TRINITY_DN16532_c0_g1_i1 len=1609 path=[0:0-1608],Transcript_12485
TRINITY_DN16586_c0_g2_i1 len=392 path=[0:0-391],Transcript_12486
TRINITY_DN16563_c1_g1_i1 len=203 path=[0:0-202],Transcript_12487
TRINITY_DN16563_c0_g1_i1 len=1320 path=[0:0-1319],Transcript_12488
TRINITY_DN16540_c1_g2_i2 len=709 path=[0:0-208 2:209-708],Transcript_12489
TRINITY_DN16540_c2_g1_i1 len=798 path=[0:0-262 1:263-370 2:371-797],Transcript_12490
TRINITY_DN16548_c0_g1_i1 len=635 path=[0:0-634],Transcript_12491
TRINITY_DN16506_c0_g1_i1 len=1965 path=[0:0-1964],Transcript_12492
TRINITY_DN16550_c0_g1_i1 len=714 path=[0:0-713],Transcript_12493
TRINITY_DN16594_c0_g1_i1 len=289 path=[0:0-288],Transcript_12494
TRINITY_DN16552_c0_g1_i1 len=851 path=[0:0-850],Transcript_12495
TRINITY_DN16519_c0_g1_i1 len=547 path=[0:0-546],Transcript_12496
TRINITY_DN16519_c0_g2_i1 len=668 path=[0:0-667],Transcript_12497
TRINITY_DN16599_c0_g1_i1 len=241 path=[0:0-240],Transcript_12498
TRINITY_DN16504_c0_g1_i1 len=924 path=[0:0-923],Transcript_12499
TRINITY_DN16597_c0_g2_i1 len=1937 path=[0:0-817 2:818-1936],Transcript_12500
TRINITY_DN16597_c0_g3_i2 len=2065 path=[0:0-1017 2:1018-1277 4:1278-1319 5:1320-2064],Transcript_12501
TRINITY_DN16543_c0_g1_i1 len=822 path=[0:0-446 1:447-588 2:589-821],Transcript_12502
TRINITY_DN16583_c0_g1_i1 len=881 path=[0:0-880],Transcript_12503
TRINITY_DN16509_c0_g1_i1 len=697 path=[0:0-696],Transcript_12504
TRINITY_DN16526_c0_g1_i1 len=1133 path=[0:0-1132],Transcript_12505
TRINITY_DN16547_c0_g1_i1 len=1871 path=[0:0-1870],Transcript_12506
TRINITY_DN16511_c0_g1_i4 len=1239 path=[0:0-1238],Transcript_12507
TRINITY_DN16520_c0_g2_i1 len=1556 path=[0:0-1555],Transcript_12508
TRINITY_DN16592_c0_g1_i1 len=241 path=[0:0-240],Transcript_12509
TRINITY_DN16598_c0_g1_i1 len=894 path=[0:0-893],Transcript_12510
TRINITY_DN16595_c0_g1_i1 len=389 path=[0:0-172 2:173-216 3:217-388],Transcript_12511
TRINITY_DN16533_c0_g1_i1 len=1082 path=[0:0-1081],Transcript_12512
TRINITY_DN16528_c0_g1_i1 len=270 path=[0:0-269],Transcript_12513
TRINITY_DN16535_c0_g1_i1 len=1162 path=[0:0-1161],Transcript_12514
TRINITY_DN16524_c0_g1_i3 len=1159 path=[1:0-1158],Transcript_12515
TRINITY_DN17107_c0_g1_i1 len=542 path=[0:0-541],Transcript_12516
TRINITY_DN17129_c0_g1_i1 len=1096 path=[1:0-50 2:51-578 3:579-682 4:683-814 5:815-886 6:887-1095],Transcript_12517
TRINITY_DN17148_c0_g2_i1 len=592 path=[0:0-591],Transcript_12518
TRINITY_DN17111_c1_g1_i1 len=749 path=[0:0-748],Transcript_12519
TRINITY_DN17111_c0_g1_i2 len=1078 path=[0:0-825 2:826-839 3:840-900 5:901-1077],Transcript_12520
TRINITY_DN17179_c0_g1_i1 len=518 path=[0:0-517],Transcript_12521
TRINITY_DN17133_c0_g1_i2 len=870 path=[0:0-401 2:402-869],Transcript_12522
TRINITY_DN17164_c0_g1_i2 len=292 path=[0:0-291],Transcript_12523
TRINITY_DN17144_c0_g1_i1 len=1007 path=[0:0-1006],Transcript_12524
TRINITY_DN17194_c0_g1_i1 len=960 path=[0:0-959],Transcript_12525
TRINITY_DN17181_c0_g1_i1 len=347 path=[0:0-346],Transcript_12526
TRINITY_DN17141_c0_g1_i1 len=514 path=[0:0-513],Transcript_12527
TRINITY_DN17110_c0_g1_i1 len=1005 path=[0:0-1004],Transcript_12528
TRINITY_DN17198_c0_g1_i1 len=1255 path=[0:0-1254],Transcript_12529
TRINITY_DN17198_c0_g2_i1 len=328 path=[0:0-327],Transcript_12530
TRINITY_DN17134_c0_g2_i1 len=397 path=[0:0-396],Transcript_12531
TRINITY_DN17109_c0_g1_i1 len=238 path=[0:0-237],Transcript_12532
TRINITY_DN17156_c0_g1_i1 len=311 path=[0:0-310],Transcript_12533
TRINITY_DN17126_c0_g1_i1 len=1092 path=[0:0-1091],Transcript_12534
TRINITY_DN17147_c0_g1_i1 len=1372 path=[0:0-1371],Transcript_12535
TRINITY_DN17115_c0_g2_i1 len=742 path=[0:0-741],Transcript_12536
TRINITY_DN17191_c1_g1_i1 len=1117 path=[0:0-1116],Transcript_12537
TRINITY_DN17191_c0_g1_i1 len=2755 path=[0:0-2754],Transcript_12538
TRINITY_DN17190_c0_g1_i1 len=462 path=[0:0-461],Transcript_12539
TRINITY_DN17114_c0_g2_i1 len=321 path=[0:0-320],Transcript_12540
TRINITY_DN17188_c0_g1_i1 len=349 path=[0:0-348],Transcript_12541
TRINITY_DN17188_c0_g2_i1 len=251 path=[0:0-250],Transcript_12542
TRINITY_DN17106_c0_g1_i1 len=204 path=[0:0-203],Transcript_12543
TRINITY_DN17185_c0_g1_i2 len=724 path=[0:0-210 2:211-723],Transcript_12544
TRINITY_DN17131_c0_g1_i6 len=544 path=[1:0-112 2:113-136 3:137-176 5:177-213 6:214-239 8:240-311 10:312-357 11:358-382 12:383-543],Transcript_12545
TRINITY_DN17142_c0_g1_i1 len=1135 path=[0:0-1134],Transcript_12546
TRINITY_DN17146_c0_g4_i1 len=217 path=[0:0-216],Transcript_12547
TRINITY_DN17146_c1_g1_i1 len=254 path=[0:0-253],Transcript_12548
TRINITY_DN17146_c0_g1_i1 len=2871 path=[0:0-2870],Transcript_12549
TRINITY_DN17146_c0_g2_i1 len=1304 path=[0:0-1303],Transcript_12550
TRINITY_DN17146_c0_g3_i1 len=517 path=[0:0-516],Transcript_12551
TRINITY_DN17120_c0_g1_i1 len=603 path=[0:0-602],Transcript_12552
TRINITY_DN17137_c0_g1_i1 len=372 path=[0:0-371],Transcript_12553
TRINITY_DN17128_c0_g1_i1 len=825 path=[0:0-824],Transcript_12554
TRINITY_DN17163_c0_g1_i1 len=365 path=[0:0-193 1:194-364],Transcript_12555
TRINITY_DN17165_c0_g1_i1 len=887 path=[0:0-886],Transcript_12556
TRINITY_DN17124_c0_g2_i1 len=278 path=[0:0-277],Transcript_12557
TRINITY_DN17149_c0_g1_i1 len=1184 path=[0:0-1183],Transcript_12558
TRINITY_DN17125_c0_g1_i2 len=459 path=[0:0-458],Transcript_12559
TRINITY_DN17178_c1_g1_i1 len=442 path=[0:0-441],Transcript_12560
TRINITY_DN17178_c0_g1_i1 len=1530 path=[0:0-1529],Transcript_12561
TRINITY_DN17187_c0_g1_i1 len=609 path=[0:0-608],Transcript_12562
TRINITY_DN17189_c1_g1_i1 len=218 path=[0:0-217],Transcript_12563
TRINITY_DN17189_c0_g1_i1 len=621 path=[0:0-369 1:370-620],Transcript_12564
TRINITY_DN17189_c0_g2_i1 len=204 path=[0:0-203],Transcript_12565
TRINITY_DN17100_c0_g1_i1 len=359 path=[0:0-358],Transcript_12566
TRINITY_DN17138_c1_g1_i1 len=864 path=[0:0-863],Transcript_12567
TRINITY_DN17138_c2_g1_i2 len=1819 path=[0:0-1818],Transcript_12568
TRINITY_DN17138_c0_g1_i1 len=2342 path=[0:0-2341],Transcript_12569
TRINITY_DN17138_c0_g2_i1 len=1776 path=[0:0-1775],Transcript_12570
TRINITY_DN17140_c1_g1_i1 len=1428 path=[0:0-1427],Transcript_12571
TRINITY_DN17140_c0_g1_i1 len=419 path=[0:0-418],Transcript_12572
TRINITY_DN17104_c0_g1_i1 len=389 path=[0:0-388],Transcript_12573
TRINITY_DN17103_c0_g1_i1 len=328 path=[0:0-327],Transcript_12574
TRINITY_DN17162_c0_g1_i1 len=241 path=[0:0-240],Transcript_12575
TRINITY_DN17162_c0_g2_i1 len=354 path=[0:0-353],Transcript_12576
TRINITY_DN17159_c0_g1_i1 len=329 path=[0:0-328],Transcript_12577
TRINITY_DN17174_c0_g1_i1 len=599 path=[0:0-598],Transcript_12578
TRINITY_DN17117_c0_g1_i2 len=519 path=[0:0-122 1:123-305 2:306-360 4:361-518],Transcript_12579
TRINITY_DN18889_c0_g1_i2 len=481 path=[0:0-371 2:372-480],Transcript_12580
TRINITY_DN18890_c0_g1_i1 len=396 path=[0:0-395],Transcript_12581
TRINITY_DN18890_c0_g2_i1 len=580 path=[0:0-579],Transcript_12582
TRINITY_DN18885_c0_g1_i1 len=289 path=[0:0-288],Transcript_12583
TRINITY_DN18891_c0_g1_i1 len=301 path=[0:0-300],Transcript_12584
TRINITY_DN18863_c0_g1_i1 len=669 path=[0:0-668],Transcript_12585
TRINITY_DN18832_c0_g1_i1 len=1342 path=[0:0-1341],Transcript_12586
TRINITY_DN18807_c0_g1_i1 len=2366 path=[0:0-2365],Transcript_12587
TRINITY_DN18835_c0_g1_i1 len=1275 path=[0:0-1274],Transcript_12588
TRINITY_DN18875_c0_g1_i1 len=508 path=[0:0-507],Transcript_12589
TRINITY_DN18882_c0_g1_i1 len=389 path=[0:0-388],Transcript_12590
TRINITY_DN18834_c0_g1_i1 len=1270 path=[0:0-1269],Transcript_12591
TRINITY_DN18871_c0_g1_i1 len=841 path=[0:0-840],Transcript_12592
TRINITY_DN18819_c0_g1_i1 len=2934 path=[0:0-2733 2:2734-2933],Transcript_12593
TRINITY_DN18853_c0_g1_i1 len=246 path=[0:0-245],Transcript_12594
TRINITY_DN18874_c0_g1_i1 len=1669 path=[0:0-1668],Transcript_12595
TRINITY_DN18833_c0_g1_i2 len=336 path=[0:0-335],Transcript_12596
TRINITY_DN18833_c0_g2_i1 len=465 path=[0:0-464],Transcript_12597
TRINITY_DN18811_c0_g1_i3 len=2301 path=[0:0-1465 1:1466-2300],Transcript_12598
TRINITY_DN18811_c0_g2_i1 len=225 path=[0:0-224],Transcript_12599
TRINITY_DN18811_c0_g3_i1 len=259 path=[0:0-258],Transcript_12600
TRINITY_DN18846_c0_g1_i1 len=222 path=[0:0-221],Transcript_12601
TRINITY_DN18846_c0_g2_i1 len=3025 path=[0:0-3024],Transcript_12602
TRINITY_DN18812_c0_g1_i1 len=1051 path=[0:0-356 1:357-442 2:443-1050],Transcript_12603
TRINITY_DN18851_c0_g1_i1 len=693 path=[0:0-692],Transcript_12604
TRINITY_DN18849_c0_g1_i2 len=1566 path=[0:0-1565],Transcript_12605
TRINITY_DN18860_c1_g1_i1 len=790 path=[0:0-789],Transcript_12606
TRINITY_DN18860_c0_g1_i1 len=1213 path=[0:0-154 1:155-356 2:357-443 3:444-542 4:543-1212],Transcript_12607
TRINITY_DN18864_c0_g2_i1 len=1186 path=[0:0-1185],Transcript_12608
TRINITY_DN18896_c0_g1_i1 len=779 path=[0:0-778],Transcript_12609
TRINITY_DN18873_c0_g2_i1 len=241 path=[0:0-240],Transcript_12610
TRINITY_DN18893_c1_g1_i2 len=867 path=[0:0-548 1:549-866],Transcript_12611
TRINITY_DN18893_c0_g1_i3 len=3375 path=[0:0-2381 1:2382-2464 2:2465-2586 3:2587-2680 4:2681-3374],Transcript_12612
TRINITY_DN18883_c0_g1_i1 len=309 path=[0:0-308],Transcript_12613
TRINITY_DN18883_c0_g2_i1 len=409 path=[0:0-408],Transcript_12614
TRINITY_DN18883_c0_g3_i1 len=549 path=[0:0-548],Transcript_12615
TRINITY_DN18883_c1_g2_i1 len=204 path=[0:0-203],Transcript_12616
TRINITY_DN18883_c1_g1_i1 len=1347 path=[0:0-508 1:509-803 2:804-1346],Transcript_12617
TRINITY_DN18883_c2_g1_i1 len=1741 path=[0:0-1740],Transcript_12618
TRINITY_DN18867_c0_g1_i2 len=2632 path=[2:0-487 5:488-564 7:565-1884 8:1885-1892 9:1893-1897 10:1898-1971 11:1972-2540 12:2541-2631],Transcript_12619
TRINITY_DN18818_c0_g1_i1 len=1220 path=[0:0-1219],Transcript_12620
TRINITY_DN18805_c0_g1_i1 len=1658 path=[0:0-1657],Transcript_12621
TRINITY_DN18823_c0_g1_i1 len=1128 path=[1:0-506 2:507-544 3:545-1127],Transcript_12622
TRINITY_DN18850_c0_g1_i1 len=210 path=[0:0-209],Transcript_12623
TRINITY_DN18831_c0_g1_i1 len=838 path=[0:0-837],Transcript_12624
TRINITY_DN18810_c0_g1_i1 len=240 path=[0:0-239],Transcript_12625
TRINITY_DN18838_c0_g1_i1 len=1041 path=[0:0-1040],Transcript_12626
TRINITY_DN18866_c0_g1_i1 len=715 path=[0:0-714],Transcript_12627
TRINITY_DN18870_c0_g1_i1 len=1547 path=[0:0-872 1:873-875 2:876-1546],Transcript_12628
TRINITY_DN18826_c0_g1_i1 len=400 path=[0:0-399],Transcript_12629
TRINITY_DN18878_c0_g1_i1 len=844 path=[0:0-843],Transcript_12630
TRINITY_DN18895_c0_g1_i1 len=575 path=[0:0-574],Transcript_12631
TRINITY_DN18808_c0_g1_i1 len=313 path=[0:0-312],Transcript_12632
TRINITY_DN18852_c0_g1_i2 len=1038 path=[0:0-1037],Transcript_12633
TRINITY_DN18828_c0_g1_i1 len=350 path=[0:0-349],Transcript_12634
TRINITY_DN14314_c0_g1_i2 len=2032 path=[0:0-417 1:418-497 2:498-2031],Transcript_12635
TRINITY_DN14317_c0_g1_i1 len=3089 path=[0:0-3088],Transcript_12636
TRINITY_DN14309_c0_g1_i1 len=1291 path=[0:0-1290],Transcript_12637
TRINITY_DN14391_c2_g1_i2 len=812 path=[0:0-811],Transcript_12638
TRINITY_DN14391_c0_g1_i1 len=1773 path=[0:0-260 2:261-266 3:267-363 5:364-1772],Transcript_12639
TRINITY_DN14391_c0_g2_i3 len=1081 path=[0:0-582 2:583-1080],Transcript_12640
TRINITY_DN14379_c0_g1_i1 len=1275 path=[0:0-1274],Transcript_12641
TRINITY_DN14310_c0_g1_i1 len=2188 path=[0:0-2187],Transcript_12642
TRINITY_DN14308_c0_g1_i2 len=373 path=[0:0-148 2:149-212 4:213-372],Transcript_12643
TRINITY_DN14308_c0_g2_i1 len=607 path=[0:0-606],Transcript_12644
TRINITY_DN14308_c0_g3_i1 len=255 path=[0:0-254],Transcript_12645
TRINITY_DN14393_c0_g1_i1 len=844 path=[0:0-843],Transcript_12646
TRINITY_DN14329_c0_g1_i1 len=1216 path=[0:0-1215],Transcript_12647
TRINITY_DN14342_c0_g1_i1 len=433 path=[0:0-432],Transcript_12648
TRINITY_DN14363_c0_g1_i2 len=2417 path=[1:0-2220 2:2221-2416],Transcript_12649
TRINITY_DN14303_c0_g1_i1 len=650 path=[0:0-649],Transcript_12650
TRINITY_DN14303_c0_g3_i1 len=1060 path=[0:0-1059],Transcript_12651
TRINITY_DN14319_c0_g1_i1 len=882 path=[0:0-881],Transcript_12652
TRINITY_DN14365_c0_g1_i1 len=1861 path=[0:0-1860],Transcript_12653
TRINITY_DN14376_c0_g1_i1 len=963 path=[0:0-962],Transcript_12654
TRINITY_DN14390_c1_g1_i1 len=218 path=[0:0-217],Transcript_12655
TRINITY_DN14390_c0_g1_i1 len=319 path=[0:0-318],Transcript_12656
TRINITY_DN14390_c0_g2_i1 len=882 path=[0:0-881],Transcript_12657
TRINITY_DN14384_c1_g1_i1 len=383 path=[0:0-382],Transcript_12658
TRINITY_DN14384_c2_g1_i1 len=781 path=[0:0-780],Transcript_12659
TRINITY_DN14330_c0_g1_i1 len=2767 path=[0:0-2766],Transcript_12660
TRINITY_DN14350_c0_g1_i1 len=1587 path=[0:0-1586],Transcript_12661
TRINITY_DN14398_c0_g2_i1 len=546 path=[0:0-545],Transcript_12662
TRINITY_DN14399_c0_g1_i1 len=521 path=[0:0-520],Transcript_12663
TRINITY_DN14386_c0_g1_i1 len=293 path=[0:0-292],Transcript_12664
TRINITY_DN14388_c1_g1_i1 len=709 path=[0:0-708],Transcript_12665
TRINITY_DN14388_c0_g1_i4 len=1234 path=[1:0-40 2:41-547 3:548-613 4:614-719 5:720-810 6:811-1233],Transcript_12666
TRINITY_DN14382_c0_g1_i1 len=3910 path=[0:0-3909],Transcript_12667
TRINITY_DN14371_c2_g1_i5 len=2755 path=[0:0-748 2:749-1037 3:1038-2754],Transcript_12668
TRINITY_DN14371_c0_g1_i1 len=1905 path=[0:0-1904],Transcript_12669
TRINITY_DN14355_c0_g1_i2 len=525 path=[0:0-362 1:363-434 2:435-524],Transcript_12670
TRINITY_DN14385_c0_g2_i1 len=1252 path=[0:0-1251],Transcript_12671
TRINITY_DN14354_c0_g2_i1 len=290 path=[0:0-289],Transcript_12672
TRINITY_DN14321_c0_g1_i1 len=260 path=[0:0-259],Transcript_12673
TRINITY_DN14321_c0_g2_i1 len=761 path=[0:0-760],Transcript_12674
TRINITY_DN14321_c0_g3_i1 len=258 path=[0:0-257],Transcript_12675
TRINITY_DN14346_c1_g1_i1 len=288 path=[0:0-287],Transcript_12676
TRINITY_DN14370_c0_g1_i2 len=1969 path=[1:0-935 2:936-964 4:965-1076 5:1077-1103 6:1104-1133 8:1134-1211 9:1212-1274 11:1275-1333 12:1334-1340 14:1341-1373 16:1374-1968],Transcript_12677
TRINITY_DN14356_c0_g1_i2 len=1193 path=[1:0-171 2:172-1192],Transcript_12678
TRINITY_DN14349_c0_g1_i1 len=1231 path=[0:0-1230],Transcript_12679
TRINITY_DN14311_c0_g1_i1 len=618 path=[0:0-617],Transcript_12680
TRINITY_DN14339_c0_g1_i1 len=610 path=[0:0-609],Transcript_12681
TRINITY_DN14305_c0_g2_i1 len=1725 path=[0:0-1724],Transcript_12682
TRINITY_DN14362_c0_g2_i1 len=780 path=[0:0-779],Transcript_12683
TRINITY_DN14362_c3_g1_i1 len=476 path=[0:0-475],Transcript_12684
TRINITY_DN14362_c4_g1_i1 len=423 path=[0:0-422],Transcript_12685
TRINITY_DN14362_c1_g1_i1 len=1526 path=[0:0-1525],Transcript_12686
TRINITY_DN14362_c2_g1_i1 len=1814 path=[0:0-1813],Transcript_12687
TRINITY_DN14326_c0_g1_i4 len=1096 path=[0:0-145 1:146-217 2:218-1095],Transcript_12688
TRINITY_DN14352_c0_g1_i1 len=1216 path=[0:0-1215],Transcript_12689
TRINITY_DN14345_c0_g4_i1 len=298 path=[0:0-297],Transcript_12690
TRINITY_DN14345_c0_g1_i1 len=935 path=[0:0-934],Transcript_12691
TRINITY_DN14345_c0_g2_i1 len=389 path=[0:0-388],Transcript_12692
TRINITY_DN14345_c0_g3_i1 len=454 path=[0:0-453],Transcript_12693
TRINITY_DN14345_c1_g2_i1 len=227 path=[0:0-226],Transcript_12694
TRINITY_DN14345_c1_g1_i1 len=302 path=[0:0-301],Transcript_12695
TRINITY_DN14336_c0_g1_i1 len=1677 path=[0:0-1676],Transcript_12696
TRINITY_DN14323_c0_g1_i1 len=1271 path=[0:0-1270],Transcript_12697
TRINITY_DN14361_c0_g1_i1 len=1368 path=[0:0-1367],Transcript_12698
TRINITY_DN14377_c0_g1_i1 len=1405 path=[0:0-1404],Transcript_12699
TRINITY_DN14332_c0_g4_i1 len=220 path=[0:0-219],Transcript_12700
TRINITY_DN14332_c0_g1_i11 len=1990 path=[0:0-224 1:225-238 2:239-350 3:351-407 4:408-542 6:543-549 7:550-626 8:627-657 9:658-732 10:733-848 11:849-1029 12:1030-1091 13:1092-1989],Transcript_12701
TRINITY_DN14332_c0_g2_i1 len=848 path=[1:0-495 2:496-847],Transcript_12702
TRINITY_DN14332_c1_g2_i1 len=367 path=[0:0-366],Transcript_12703
TRINITY_DN14332_c1_g1_i1 len=1211 path=[0:0-1210],Transcript_12704
TRINITY_DN14359_c0_g1_i2 len=1969 path=[0:0-682 1:683-813 2:814-1968],Transcript_12705
TRINITY_DN14378_c0_g1_i1 len=856 path=[0:0-855],Transcript_12706
TRINITY_DN14337_c0_g1_i1 len=350 path=[0:0-349],Transcript_12707
TRINITY_DN14338_c0_g1_i2 len=1785 path=[1:0-506 2:507-877 3:878-1204 5:1205-1294 6:1295-1408 7:1409-1784],Transcript_12708
TRINITY_DN14392_c0_g1_i1 len=517 path=[0:0-516],Transcript_12709
TRINITY_DN14327_c0_g1_i1 len=998 path=[0:0-997],Transcript_12710
TRINITY_DN14327_c0_g2_i1 len=201 path=[0:0-200],Transcript_12711
TRINITY_DN14374_c0_g1_i2 len=2078 path=[0:0-1880 2:1881-2077],Transcript_12712
TRINITY_DN14374_c0_g2_i1 len=771 path=[0:0-770],Transcript_12713
TRINITY_DN14325_c2_g2_i1 len=1157 path=[0:0-556 1:557-660 2:661-1156],Transcript_12714
TRINITY_DN14325_c2_g1_i2 len=320 path=[0:0-319],Transcript_12715
TRINITY_DN14325_c0_g1_i1 len=1086 path=[0:0-156 2:157-159 3:160-250 4:251-351 5:352-448 6:449-1085],Transcript_12716
TRINITY_DN14358_c1_g1_i1 len=1325 path=[0:0-1324],Transcript_12717
TRINITY_DN14358_c0_g1_i6 len=1809 path=[0:0-468 2:469-924 3:925-1129 4:1130-1247 5:1248-1338 6:1339-1426 7:1427-1433 8:1434-1808],Transcript_12718
TRINITY_DN14301_c1_g3_i2 len=1152 path=[0:0-1151],Transcript_12719
TRINITY_DN14301_c1_g2_i1 len=613 path=[0:0-612],Transcript_12720
TRINITY_DN14301_c1_g1_i1 len=1150 path=[0:0-1149],Transcript_12721
TRINITY_DN14301_c0_g1_i3 len=1574 path=[0:0-815 2:816-1182 3:1183-1245 4:1246-1573],Transcript_12722
TRINITY_DN14313_c0_g1_i1 len=823 path=[0:0-822],Transcript_12723
TRINITY_DN14368_c0_g1_i1 len=620 path=[0:0-619],Transcript_12724
TRINITY_DN14322_c0_g1_i2 len=1220 path=[0:0-450 1:451-531 2:532-1219],Transcript_12725
TRINITY_DN14322_c0_g2_i1 len=2683 path=[0:0-2682],Transcript_12726
TRINITY_DN11846_c0_g1_i2 len=946 path=[0:0-430 1:431-817 2:818-945],Transcript_12727
TRINITY_DN11800_c1_g1_i1 len=1399 path=[0:0-1398],Transcript_12728
TRINITY_DN11800_c0_g1_i3 len=3673 path=[1:0-1494 2:1495-1798 3:1799-1889 4:1890-1898 5:1899-2088 6:2089-2168 7:2169-2328 8:2329-2886 9:2887-2888 10:2889-3672],Transcript_12729
TRINITY_DN11881_c1_g1_i1 len=324 path=[0:0-116 2:117-323],Transcript_12730
TRINITY_DN11881_c0_g1_i2 len=749 path=[0:0-140 1:141-748],Transcript_12731
TRINITY_DN11881_c0_g2_i1 len=336 path=[0:0-335],Transcript_12732
TRINITY_DN11845_c0_g1_i1 len=920 path=[0:0-654 1:655-781 2:782-919],Transcript_12733
TRINITY_DN11843_c0_g1_i1 len=1008 path=[0:0-1007],Transcript_12734
TRINITY_DN11888_c0_g1_i1 len=600 path=[0:0-599],Transcript_12735
TRINITY_DN11825_c0_g1_i1 len=1475 path=[0:0-114 1:115-208 2:209-1474],Transcript_12736
TRINITY_DN11869_c0_g1_i2 len=1265 path=[0:0-582 1:583-650 2:651-1264],Transcript_12737
TRINITY_DN11849_c0_g1_i1 len=1664 path=[0:0-662 7:663-1222 9:1223-1225 11:1226-1229 12:1230-1358 13:1359-1446 16:1447-1484 17:1485-1606 18:1607-1663],Transcript_12738
TRINITY_DN11849_c0_g2_i1 len=366 path=[0:0-365],Transcript_12739
TRINITY_DN11850_c0_g1_i2 len=1097 path=[0:0-688 2:689-690 3:691-1096],Transcript_12740
TRINITY_DN11850_c0_g2_i2 len=1492 path=[0:0-924 1:925-1154 2:1155-1491],Transcript_12741
TRINITY_DN11824_c0_g1_i8 len=4043 path=[0:0-622 1:623-1921 3:1922-2378 4:2379-2405 5:2406-2580 9:2581-2788 10:2789-2908 11:2909-4042],Transcript_12742
TRINITY_DN11820_c0_g1_i2 len=1076 path=[0:0-720 1:721-722 2:723-1075],Transcript_12743
TRINITY_DN11816_c0_g1_i1 len=1891 path=[0:0-1890],Transcript_12744
TRINITY_DN11886_c0_g1_i1 len=478 path=[0:0-477],Transcript_12745
TRINITY_DN11815_c0_g4_i1 len=223 path=[0:0-222],Transcript_12746
TRINITY_DN11815_c0_g5_i1 len=295 path=[0:0-294],Transcript_12747
TRINITY_DN11815_c0_g6_i1 len=590 path=[0:0-589],Transcript_12748
TRINITY_DN11815_c0_g1_i1 len=550 path=[0:0-549],Transcript_12749
TRINITY_DN11815_c0_g2_i1 len=227 path=[0:0-226],Transcript_12750
TRINITY_DN11815_c0_g3_i2 len=1631 path=[0:0-1630],Transcript_12751
TRINITY_DN11804_c0_g1_i1 len=408 path=[0:0-119 2:120-407],Transcript_12752
TRINITY_DN11878_c1_g1_i1 len=588 path=[0:0-587],Transcript_12753
TRINITY_DN11878_c0_g1_i1 len=1306 path=[0:0-1305],Transcript_12754
TRINITY_DN11819_c0_g1_i1 len=1239 path=[0:0-1238],Transcript_12755
TRINITY_DN11896_c2_g3_i1 len=1392 path=[0:0-1391],Transcript_12756
TRINITY_DN11896_c3_g1_i1 len=262 path=[0:0-261],Transcript_12757
TRINITY_DN11896_c2_g1_i2 len=304 path=[0:0-303],Transcript_12758
TRINITY_DN11896_c2_g4_i2 len=2418 path=[0:0-1253 1:1254-1446 2:1447-2417],Transcript_12759
TRINITY_DN11802_c1_g1_i1 len=1478 path=[0:0-1477],Transcript_12760
TRINITY_DN11802_c0_g1_i2 len=4443 path=[0:0-3528 1:3529-3773 2:3774-3812 4:3813-4442],Transcript_12761
TRINITY_DN11802_c0_g2_i1 len=1328 path=[0:0-1327],Transcript_12762
TRINITY_DN11801_c0_g2_i3 len=3052 path=[0:0-708 2:709-1455 3:1456-1773 4:1774-1945 6:1946-3051],Transcript_12763
TRINITY_DN11801_c1_g3_i1 len=457 path=[0:0-456],Transcript_12764
TRINITY_DN11801_c1_g2_i1 len=276 path=[0:0-275],Transcript_12765
TRINITY_DN11801_c1_g1_i3 len=1556 path=[0:0-104 1:105-616 2:617-1555],Transcript_12766
TRINITY_DN11801_c1_g4_i1 len=1406 path=[0:0-1405],Transcript_12767
TRINITY_DN11828_c0_g1_i1 len=495 path=[0:0-494],Transcript_12768
TRINITY_DN11895_c0_g1_i1 len=1041 path=[0:0-1040],Transcript_12769
TRINITY_DN11803_c0_g1_i2 len=761 path=[0:0-760],Transcript_12770
TRINITY_DN11807_c0_g2_i1 len=212 path=[0:0-211],Transcript_12771
TRINITY_DN11807_c5_g3_i1 len=253 path=[0:0-252],Transcript_12772
TRINITY_DN11807_c5_g2_i1 len=234 path=[0:0-233],Transcript_12773
